customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-05891,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.2,4877.55,0
CUST-05892,Male,0,No,No,1,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),51.9,53.56,0
CUST-05893,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,99.0,7065.04,0
CUST-05894,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.63,1505.57,0
CUST-05895,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.54,153.12,1
CUST-05896,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.76,2492.97,0
CUST-05897,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.26,1198.3,0
CUST-05898,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,52.58,846.06,0
CUST-05899,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,61.91,193.09,0
CUST-05900,Female,0,No,No,56,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,71.36,3935.44,0
CUST-05901,Female,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),53.39,1115.76,0
CUST-05902,Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,83.41,723.16,1
CUST-05903,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.09,48.63,0
CUST-05904,Female,1,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,63.69,2083.06,1
CUST-05905,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),61.64,62.5,0
CUST-05906,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.21,1210.45,0
CUST-05907,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.23,1060.32,0
CUST-05908,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,97.31,1197.29,0
CUST-05909,Male,1,Yes,Yes,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.76,970.45,0
CUST-05910,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,60.74,2078.38,1
CUST-05911,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.92,1438.27,0
CUST-05912,Male,1,No,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,54.47,1209.6,1
CUST-05913,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,83.82,5888.82,0
CUST-05914,Female,0,No,No,12,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,63.37,769.49,0
CUST-05915,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.45,708.31,0
CUST-05916,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),58.82,172.82,0
CUST-05917,Female,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),50.07,1247.93,0
CUST-05918,Male,0,Yes,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,70.33,1664.18,0
CUST-05919,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,44.8,2821.08,0
CUST-05920,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),56.14,4156.63,0
CUST-05921,Male,0,No,Yes,72,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),66.0,4589.6,0
CUST-05922,Male,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.06,581.49,1
CUST-05923,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,71.54,938.89,0
CUST-05924,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,51.05,494.91,0
CUST-05925,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),60.64,445.54,0
CUST-05926,Female,0,No,Yes,5,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),54.16,279.19,0
CUST-05927,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.43,2082.5,0
CUST-05928,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.26,1734.84,0
CUST-05929,Male,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.7,511.66,0
CUST-05930,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.2,1422.36,0
CUST-05931,Male,0,No,No,72,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,70.81,5049.9,0
CUST-05932,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.57,1009.18,0
CUST-05933,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,1044.37,0
CUST-05934,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.78,62.8,1
CUST-05935,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.88,1420.19,0
CUST-05936,Male,0,Yes,No,14,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,65.12,944.99,0
CUST-05937,Female,1,No,No,7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.86,592.2,0
CUST-05938,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),72.29,1284.55,0
CUST-05939,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.98,1280.44,1
CUST-05940,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,112.2,5865.77,0
CUST-05941,Female,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.87,6579.69,0
CUST-05942,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),72.83,2592.82,0
CUST-05943,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),78.02,2565.21,1
CUST-05944,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,72.71,208.59,0
CUST-05945,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.57,1515.57,1
CUST-05946,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.03,889.47,1
CUST-05947,Female,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.59,678.27,0
CUST-05948,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,93.68,270.88,1
CUST-05949,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.34,731.12,0
CUST-05950,Male,0,No,No,28,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.67,1562.52,1
CUST-05951,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),80.3,566.77,0
CUST-05952,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),82.76,739.22,1
CUST-05953,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.51,4317.14,0
CUST-05954,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),45.57,2383.54,0
CUST-05955,Female,0,Yes,No,21,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.62,1943.46,1
CUST-05956,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.11,127.1,0
CUST-05957,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.41,70.88,0
CUST-05958,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),68.44,673.23,0
CUST-05959,Female,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),66.98,2789.86,0
CUST-05960,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.32,544.09,0
CUST-05961,Male,0,No,No,40,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49.48,2023.81,0
CUST-05962,Female,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.72,507.4,0
CUST-05963,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),74.57,3424.48,0
CUST-05964,Male,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,92.36,1830.89,1
CUST-05965,Male,0,No,Yes,2,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,46.44,89.44,0
CUST-05966,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),110.93,230.01,0
CUST-05967,Female,0,No,No,56,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,75.45,4434.14,0
CUST-05968,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.69,2676.69,1
CUST-05969,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,175.82,1
CUST-05970,Male,0,No,No,45,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.77,2582.88,0
CUST-05971,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.32,215.17,1
CUST-05972,Male,0,No,No,33,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),74.66,2493.62,0
CUST-05973,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,90.82,6694.85,0
CUST-05974,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,53.73,264.6,0
CUST-05975,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,106.34,442.41,1
CUST-05976,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.75,395.96,0
CUST-05977,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.96,658.72,0
CUST-05978,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.12,81.07,1
CUST-05979,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),70.31,1602.37,0
CUST-05980,Male,1,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.65,148.87,1
CUST-05981,Female,1,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.56,401.19,1
CUST-05982,Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.03,3203.18,1
CUST-05983,Female,1,No,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,72.6,3096.38,0
CUST-05984,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),108.37,4395.42,0
CUST-05985,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.8,53.98,1
CUST-05986,Female,0,Yes,Yes,49,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,70.34,3462.52,1
CUST-05987,Female,0,Yes,No,18,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,47.55,813.43,0
CUST-05988,Male,0,No,No,20,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,77.33,1565.86,0
CUST-05989,Male,1,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.76,338.3,0
CUST-05990,Female,0,No,Yes,62,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),46.4,2837.57,0
CUST-05991,Male,0,Yes,Yes,36,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,59.86,2146.14,0
CUST-05992,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.58,1455.17,0
CUST-05993,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,83.29,4598.16,0
CUST-05994,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.14,1527.94,0
CUST-05995,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,63.7,60.92,1
CUST-05996,Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.82,1066.92,1
CUST-05997,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.89,18.22,0
CUST-05998,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,72.1,766.12,0
CUST-05999,Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,80.52,4223.18,0
CUST-06000,Male,1,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.73,6201.74,0
CUST-06001,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,89.87,734.28,0
CUST-06002,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.48,77.94,1
CUST-06003,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,86.51,1437.56,0
CUST-06004,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.8,261.38,1
CUST-06005,Female,1,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,21.97,798.64,1
CUST-06006,Female,0,No,Yes,21,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,59.6,1254.26,0
CUST-06007,Male,0,No,No,16,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,72.73,1176.31,0
CUST-06008,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.83,388.21,1
CUST-06009,Female,1,Yes,Yes,56,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,52.0,2931.49,0
CUST-06010,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),44.0,390.94,0
CUST-06011,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.41,21.8,0
CUST-06012,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),86.13,2224.05,0
CUST-06013,Male,0,Yes,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.27,964.26,1
CUST-06014,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,57.16,2207.28,0
CUST-06015,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.61,50.9,0
CUST-06016,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.06,1773.5,0
CUST-06017,Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),95.24,556.58,0
CUST-06018,Female,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),62.96,853.5,0
CUST-06019,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,70.99,1466.4,0
CUST-06020,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.85,6468.12,1
CUST-06021,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.58,3777.06,1
CUST-06022,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.07,246.26,1
CUST-06023,Male,0,No,No,18,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.38,1426.69,1
CUST-06024,Male,0,No,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.48,1257.09,0
CUST-06025,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,65.07,2595.89,0
CUST-06026,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.14,644.85,0
CUST-06027,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.26,355.19,1
CUST-06028,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.0,1023.28,0
CUST-06029,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.98,1445.2,1
CUST-06030,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.01,1419.54,0
CUST-06031,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.36,1456.49,0
CUST-06032,Male,1,No,No,39,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,102.98,3947.65,0
CUST-06033,Female,0,No,Yes,68,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),70.06,4859.14,0
CUST-06034,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.55,871.04,1
CUST-06035,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),96.3,2483.98,0
CUST-06036,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.86,242.39,1
CUST-06037,Female,0,Yes,Yes,69,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),72.04,5172.64,0
CUST-06038,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),97.64,2044.33,1
CUST-06039,Male,0,Yes,No,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,49.39,1134.66,0
CUST-06040,Female,0,Yes,Yes,63,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.22,4384.4,0
CUST-06041,Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,66.25,3314.94,0
CUST-06042,Female,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.26,845.99,0
CUST-06043,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,34.49,0
CUST-06044,Male,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,51.69,266.18,1
CUST-06045,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.47,1014.15,1
CUST-06046,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.77,302.84,0
CUST-06047,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,61.66,60.46,0
CUST-06048,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,58.52,1071.03,0
CUST-06049,Female,1,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.38,60.6,1
CUST-06050,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,61.67,438.38,1
CUST-06051,Male,0,Yes,No,49,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.99,3634.97,0
CUST-06052,Female,0,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.87,391.66,0
CUST-06053,Male,0,No,No,14,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,73.95,983.56,0
CUST-06054,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),43.49,262.93,1
CUST-06055,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.35,1402.04,0
CUST-06056,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,46.42,3357.31,0
CUST-06057,Male,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,62.63,1430.67,0
CUST-06058,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,87.67,6581.87,0
CUST-06059,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,63.09,1317.35,1
CUST-06060,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.54,75.24,0
CUST-06061,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,43.6,44.03,0
CUST-06062,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,46.08,178.54,0
CUST-06063,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,87.91,2657.05,1
CUST-06064,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,75.08,939.69,1
CUST-06065,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.4,2532.74,1
CUST-06066,Female,0,Yes,Yes,22,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),98.9,2268.84,0
CUST-06067,Female,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),81.66,1001.9,0
CUST-06068,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,59.75,431.09,0
CUST-06069,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,95.9,197.29,1
CUST-06070,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.31,3981.76,0
